City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
488,malmberget,67.1753,20.6549,-30.44,68,21,3.44,SE,1704414886
489,matoury,4.8483,-52.3317,80.56,83,75,4.61,GF,1704414886
490,cam ranh,11.9214,109.1591,73.36,73,20,6.91,VN,1704414887
491,chinsali,-10.5414,32.0816,61.09,98,96,4.7,ZM,1704414887
492,kashgar,39.4547,75.9797,24.01,58,40,6.71,CN,1704414888
493,horta,38.5333,-28.6333,62.02,93,100,21.99,PT,1704414888
494,nebraska city,40.6767,-95.8592,33.6,86,100,5.75,US,1704414856
495,brainerd,46.358,-94.2008,19.69,76,100,16.11,US,1704414722
496,barra de santo antonio,-9.4047,-35.5072,79.88,85,8,12.06,BR,1704414890
497,novozavedennoye,44.2628,43.6381,29.5,77,100,7.54,RU,1704414890
498,seosan,36.7817,126.4522,44.65,82,16,9.66,KR,1704414891
499,fortaleza,-3.7227,-38.5247,84.07,83,40,9.22,BR,1704414822
500,murmashi,68.8154,32.8115,-17.99,76,14,2.24,RU,1704414891
501,la gi,10.6667,107.7833,77.5,64,100,12.48,VN,1704414892
502,labuan,5.2767,115.2417,82.76,83,20,1.14,MY,1704414892
503,qarazhal,48.0078,70.7903,24.1,83,100,11.16,KZ,1704414893
504,ishim,56.1128,69.4902,22.32,97,100,8.03,RU,1704414893
505,lauro de freitas,-12.8944,-38.3272,82.42,89,75,16.11,BR,1704414894
506,katsuren-haebaru,26.3369,127.8719,64.42,72,40,4.61,JP,1704414895
507,avon,41.4517,-82.0354,27.95,72,100,9.22,US,1704414895
508,ko pha ngan,9.7578,100.0291,74.08,74,100,7.4,TH,1704414896
509,santa ana,33.7456,-117.8678,66.0,46,20,10.36,US,1704414896
510,north battleford,52.7834,-108.2847,21.29,86,100,4.61,CA,1704414897
511,marka,1.7159,44.7717,75.78,77,40,13.04,SO,1704414897
512,challapata,-18.9,-66.7667,56.77,55,100,7.58,BO,1704414898
513,tangalle,6.024,80.7911,75.36,90,100,3.29,LK,1704414898
514,fisterra,42.9049,-9.2629,50.76,72,100,20.24,ES,1704414899
515,bubaque,11.2833,-15.8333,78.71,70,5,14.65,GW,1704414899
516,bamboo flat,11.7,92.7167,80.69,78,20,10.36,IN,1704414900
517,ishinomaki,38.4167,141.3,39.2,61,2,11.77,JP,1704414900
518,mexico,15.0646,120.7198,81.14,65,46,8.16,PH,1704414901
519,yartsevo,55.0667,32.6964,4.96,82,100,9.17,RU,1704414902
520,al burayqah,30.4062,19.5739,61.32,56,71,8.3,LY,1704414902
521,santa rosa,14.3122,121.1114,85.08,81,99,13.13,PH,1704414903
522,dunda,-8.1167,34.25,64.42,91,99,1.68,TZ,1704414904
523,kalemie,-5.9475,29.1947,67.66,89,100,4.45,CD,1704414905
524,geraldton,-28.7667,114.6,82.81,32,0,25.32,AU,1704414906
525,wanning,18.8003,110.3967,71.08,76,100,5.64,CN,1704414906
526,rio verde de mato grosso,-18.9181,-54.8442,78.49,75,35,3.29,BR,1704414907
527,el porvenir,13.7617,-87.3458,79.93,68,47,4.9,HN,1704414907
528,ribeira brava,32.65,-17.0667,65.71,74,97,6.62,PT,1704414908
529,malakal,9.5334,31.6605,72.01,26,3,6.44,SS,1704414908
530,howrah,22.5892,88.3103,59.0,88,0,0.0,IN,1704414909
531,flekkefjord,58.2971,6.6607,18.95,77,24,10.76,NO,1704414909
532,ocean city,39.2776,-74.5746,39.22,62,0,11.01,US,1704414677
533,taber,49.8167,-112.1518,39.2,58,12,12.66,CA,1704414912
534,santiago de cao,-7.9589,-79.2392,71.73,88,40,9.22,PE,1704414913
535,nanakuli,21.3906,-158.1547,82.35,61,0,10.36,US,1704414913
536,bandar abbas,27.1865,56.2808,60.78,72,0,6.91,IR,1704414914
537,roma,43.2128,-75.4557,23.83,73,100,5.75,US,1704414657
538,fort scott,37.8398,-94.7083,38.95,75,100,8.9,US,1704414915
539,puerto deseado,-47.7503,-65.8938,72.88,35,100,13.0,AR,1704414915
540,bikenibeu village,1.3673,173.1241,84.16,79,75,8.05,KI,1704414916
541,sandnessjoen,66.0217,12.6316,14.52,96,100,16.4,NO,1704414916
542,tofol,5.3248,163.0078,87.58,70,100,11.5,FM,1704414917
543,shagonar,51.5333,92.8,-11.09,98,92,1.36,RU,1704414918
544,port isabel,26.0734,-97.2086,68.07,81,100,8.05,US,1704414918
545,kharan,28.5833,65.4167,55.06,80,29,5.97,PK,1704414919
546,illizi,26.4833,8.4667,53.4,20,6,4.38,DZ,1704414919
547,kindu,-2.95,25.95,68.47,98,100,2.68,CD,1704414920
548,porbandar,21.6422,69.6093,65.34,39,1,9.6,IN,1704414920
549,kaoma,-14.7833,24.8,65.14,99,100,3.47,ZM,1704414921
550,starkville,33.4504,-88.8184,40.87,75,0,5.75,US,1704414922
551,apolinario saravia,-24.4328,-63.9954,80.8,50,68,6.13,AR,1704414923
552,palangkaraya,-2.2,113.8333,79.52,88,100,4.32,ID,1704414923
553,sertanopolis,-23.0586,-51.0364,86.07,75,3,5.28,BR,1704414924
554,yantarnyy,54.8717,19.9381,24.66,80,100,17.98,RU,1704414924
555,bandon,51.7469,-8.7425,42.39,88,100,10.92,IE,1704414925
556,xique xique,-10.8217,-42.7311,78.46,80,98,4.7,BR,1704414925
557,guiuan,11.0333,125.7247,80.96,83,32,10.27,PH,1704414926
558,ak-suu,42.4995,78.527,24.71,56,100,7.96,KG,1704414926
559,ambovombe,-25.1667,46.0833,72.12,89,4,8.03,MG,1704414927
560,kavieng,-2.5744,150.7967,84.6,72,94,2.89,PG,1704414927
561,moranbah,-22.0016,148.0466,89.78,41,7,9.82,AU,1704414928
562,puerto aysen,-45.4,-72.7,58.5,99,100,4.92,CL,1704414928
563,hanceville,34.0607,-86.7675,38.55,77,0,3.76,US,1704414793
564,valka,57.7752,26.0101,7.45,93,100,10.4,LV,1704414930
565,puerto santa,-8.9906,-78.6456,71.47,86,100,8.25,PE,1704414931
566,alghero,40.5589,8.3181,50.09,100,0,2.3,IT,1704414932
567,la rioja,42.25,-2.5,33.58,87,99,4.32,ES,1704414932
568,astrakhan,46.3497,48.0408,35.47,100,0,6.71,RU,1704414933
569,xai-xai,-25.0519,33.6442,74.88,66,82,6.91,MZ,1704414933
570,grinnell,41.743,-92.7224,30.18,79,0,1.99,US,1704414934
571,shingu,33.7333,135.9833,52.43,54,0,3.09,JP,1704414934
572,tabuk,17.4189,121.4443,71.92,87,100,4.0,PH,1704414935
573,chokwe,-24.5333,32.9833,71.87,80,83,4.52,MZ,1704414935
